target	compound	pchembl_value	
CHEMBL3834	CHEMBL1421	8.850	
CHEMBL3650	CHEMBL1421	5.745	
CHEMBL3587	CHEMBL1421	6.000	
CHEMBL3553	CHEMBL1421	5.850	
CHEMBL3290	CHEMBL1421	8.905	
CHEMBL3234	CHEMBL1421	8.500	
CHEMBL3194	CHEMBL1421	5.510	
CHEMBL2971	CHEMBL1421	6.000	
CHEMBL2964	CHEMBL1421	5.660	
CHEMBL2959	CHEMBL1421	6.640	
CHEMBL2918	CHEMBL1421	5.920	
CHEMBL267	CHEMBL1421	9.465	
CHEMBL2634	CHEMBL1421	8.517	
CHEMBL260	CHEMBL1421	6.760	
CHEMBL2599	CHEMBL1421	5.490	
CHEMBL258	CHEMBL1421	9.115	
CHEMBL2428	CHEMBL1421	7.140	
CHEMBL240	CHEMBL1421	4.840	
CHEMBL2331044	CHEMBL1421	7.200	
CHEMBL2250	CHEMBL1421	9.680	
CHEMBL2208	CHEMBL1421	6.270	
CHEMBL2073	CHEMBL1421	9.164	
CHEMBL2068	CHEMBL1421	8.645	
CHEMBL203	CHEMBL1421	6.733	
CHEMBL2007	CHEMBL1421	8.665	
CHEMBL1974	CHEMBL1421	4.840	
CHEMBL1936	CHEMBL1421	8.409	
CHEMBL1913	CHEMBL1421	7.763	
CHEMBL1906	CHEMBL1421	6.240	
CHEMBL1868	CHEMBL1421	5.300	
CHEMBL1862	CHEMBL1421	7.838	
CHEMBL1844	CHEMBL1421	8.648	
CHEMBL1841	CHEMBL1421	8.945	
CHEMBL1824	CHEMBL1421	6.050	
CHEMBL1293224	CHEMBL1418176	5.400	
CHEMBL5619	CHEMBL1417019	5.700	
CHEMBL3396943	CHEMBL1417019	5.600	
CHEMBL2147	CHEMBL1417019	7.290	
CHEMBL1293224	CHEMBL1417019	5.275	
CHEMBL1075138	CHEMBL1417019	5.250	
CHEMBL1075138	CHEMBL1413176	6.300	
CHEMBL206	CHEMBL141305	7.575	
CHEMBL4523441	CHEMBL1413	5.300	
CHEMBL1075138	CHEMBL1410877	4.750	
CHEMBL1075138	CHEMBL1408927	4.350	
CHEMBL1075138	CHEMBL1407943	4.650	
CHEMBL3729	CHEMBL14060	5.020	
CHEMBL3594	CHEMBL14060	5.060	
CHEMBL3510	CHEMBL14060	4.940	
CHEMBL3242	CHEMBL14060	5.040	
CHEMBL2885	CHEMBL14060	5.570	
CHEMBL261	CHEMBL14060	4.991	
CHEMBL205	CHEMBL14060	5.260	
CHEMBL1075138	CHEMBL14060	4.600	
CHEMBL1865	CHEMBL1405973	5.850	
CHEMBL1293224	CHEMBL1405973	4.400	
CHEMBL6152	CHEMBL1405	4.030	
CHEMBL3559	CHEMBL1405	4.290	
CHEMBL3305	CHEMBL1405	8.180	
CHEMBL3181	CHEMBL1405	6.213	
CHEMBL242	CHEMBL1405	8.485	
CHEMBL206	CHEMBL1405	7.832	
CHEMBL1978	CHEMBL1405	5.090	
CHEMBL240	CHEMBL1404	4.895	
CHEMBL1980	CHEMBL1404	5.165	
CHEMBL2362981	CHEMBL1403899	4.700	
CHEMBL1293224	CHEMBL1402684	5.150	
CHEMBL4026	CHEMBL1401	5.005	
CHEMBL2046267	CHEMBL1401	6.370	
CHEMBL1900	CHEMBL1401	5.080	
CHEMBL1865	CHEMBL1401	6.000	
CHEMBL1293224	CHEMBL1401	4.950	
CHEMBL245	CHEMBL14	5.425	
CHEMBL216	CHEMBL14	5.102	
CHEMBL2035	CHEMBL14	4.410	
CHEMBL1821	CHEMBL14	5.835	
CHEMBL2073663	CHEMBL1399124	9.000	
CHEMBL1978	CHEMBL1399	8.259	
CHEMBL1293224	CHEMBL1397886	4.350	
CHEMBL5393	CHEMBL1397	5.220	
CHEMBL4523494	CHEMBL1397	5.420	
CHEMBL1075138	CHEMBL1396626	4.250	
CHEMBL1075138	CHEMBL1395579	5.050	
CHEMBL3305	CHEMBL1395	8.430	
CHEMBL3200	CHEMBL139367	4.205	
CHEMBL242	CHEMBL1393	5.480	
CHEMBL208	CHEMBL1393	5.960	
CHEMBL2034	CHEMBL1393	6.033	
CHEMBL1994	CHEMBL1393	7.763	
CHEMBL1743126	CHEMBL1393	4.730	
CHEMBL6174	CHEMBL139	5.000	
CHEMBL6007	CHEMBL139	4.225	
CHEMBL5983	CHEMBL139	5.720	
CHEMBL3194	CHEMBL139	6.610	
CHEMBL221	CHEMBL139	6.843	
CHEMBL2157	CHEMBL139	8.100	
CHEMBL1743320	CHEMBL139	4.550	
CHEMBL1743319	CHEMBL139	4.960	
CHEMBL1743317	CHEMBL139	4.720	
CHEMBL1743316	CHEMBL139	4.640	
CHEMBL1287617	CHEMBL139	4.280	
CHEMBL208	CHEMBL1389	9.000	
CHEMBL2176772	CHEMBL13883	6.490	
CHEMBL2044	CHEMBL13883	4.770	
CHEMBL1911	CHEMBL13883	4.810	
CHEMBL1075138	CHEMBL13883	5.300	
CHEMBL221	CHEMBL1388	5.990	
CHEMBL1865	CHEMBL1388	6.000	
CHEMBL221	CHEMBL13878	6.600	
CHEMBL215	CHEMBL13878	5.520	
CHEMBL1293224	CHEMBL1387	4.400	
CHEMBL3923	CHEMBL13852	7.000	
CHEMBL214	CHEMBL13852	7.460	
CHEMBL1942	CHEMBL13852	6.187	
CHEMBL1867	CHEMBL13852	7.230	
CHEMBL4680024	CHEMBL1384	4.320	
CHEMBL4295738	CHEMBL1384	4.985	
CHEMBL2392	CHEMBL1383	5.080	
CHEMBL4805	CHEMBL13828	6.080	
CHEMBL1856	CHEMBL138225	9.700	
CHEMBL245	CHEMBL1382	8.453	
CHEMBL216	CHEMBL1382	8.850	
CHEMBL2035	CHEMBL1382	8.660	
CHEMBL1821	CHEMBL1382	8.510	
CHEMBL4616	CHEMBL13817	8.564	
CHEMBL240	CHEMBL138093	5.980	
CHEMBL261	CHEMBL13766	4.220	
CHEMBL205	CHEMBL13766	5.530	
CHEMBL238	CHEMBL1373	5.414	
CHEMBL234	CHEMBL1373	4.410	
CHEMBL1293224	CHEMBL1372950	4.550	
CHEMBL1075138	CHEMBL1372950	5.300	
CHEMBL1293224	CHEMBL1372	4.450	
CHEMBL1075138	CHEMBL1371129	5.250	
CHEMBL1075138	CHEMBL1370602	4.450	
CHEMBL2331065	CHEMBL1370446	5.860	
CHEMBL208	CHEMBL1370	7.550	
CHEMBL2034	CHEMBL1370	8.753	
CHEMBL1994	CHEMBL1370	8.085	
CHEMBL6152	CHEMBL1368322	5.630	
CHEMBL2487	CHEMBL1368322	6.290	
CHEMBL1293224	CHEMBL1368322	5.790	
CHEMBL1293255	CHEMBL136800	7.000	
CHEMBL1293224	CHEMBL1364906	4.650	
CHEMBL1075138	CHEMBL1360840	4.600	
CHEMBL1913	CHEMBL13608	9.000	
CHEMBL1075138	CHEMBL1360594	4.450	
CHEMBL1293224	CHEMBL1360024	4.950	
CHEMBL1075138	CHEMBL1360024	4.800	
CHEMBL4105786	CHEMBL13589	2.920	
CHEMBL1075138	CHEMBL1358662	6.800	
CHEMBL3429	CHEMBL1358	8.700	
CHEMBL3401	CHEMBL1358	5.710	
CHEMBL242	CHEMBL1358	8.204	
CHEMBL2409	CHEMBL1358	7.900	
CHEMBL2163183	CHEMBL1358	5.580	
CHEMBL208	CHEMBL1358	9.680	
CHEMBL206	CHEMBL1358	8.789	
CHEMBL2047	CHEMBL1358	6.100	
CHEMBL1075138	CHEMBL1357648	5.900	
CHEMBL3729	CHEMBL1356	4.130	
CHEMBL205	CHEMBL1356	4.520	
CHEMBL3729	CHEMBL1355	7.000	
CHEMBL1293224	CHEMBL1354007	5.550	
CHEMBL1293224	CHEMBL135400	6.050	
CHEMBL261	CHEMBL1354	4.970	
CHEMBL3594	CHEMBL1351474	5.620	
CHEMBL4588	CHEMBL1350	4.500	
CHEMBL3869	CHEMBL1350	4.520	
CHEMBL333	CHEMBL1350	5.140	
CHEMBL6152	CHEMBL135	4.220	
CHEMBL5872	CHEMBL135	8.405	
CHEMBL4878	CHEMBL135	5.720	
CHEMBL3751	CHEMBL135	8.275	
CHEMBL3429	CHEMBL135	8.330	
CHEMBL3305	CHEMBL135	8.065	
CHEMBL3257	CHEMBL135	8.300	
CHEMBL242	CHEMBL135	9.119	
CHEMBL206	CHEMBL135	9.016	
CHEMBL1293224	CHEMBL135	5.200	
CHEMBL2492	CHEMBL134713	5.220	
CHEMBL216	CHEMBL134641	6.705	
CHEMBL245	CHEMBL1346	8.765	
CHEMBL216	CHEMBL1346	8.260	
CHEMBL213	CHEMBL1346	6.750	
CHEMBL2035	CHEMBL1346	8.640	
CHEMBL1821	CHEMBL1346	8.070	
CHEMBL202	CHEMBL134561	6.110	
CHEMBL4147	CHEMBL1342	5.370	
CHEMBL5685	CHEMBL134	4.685	
CHEMBL3923	CHEMBL134	7.260	
CHEMBL214	CHEMBL134	5.490	
CHEMBL1942	CHEMBL134	7.500	
CHEMBL1867	CHEMBL134	7.517	
CHEMBL1743126	CHEMBL134	4.480	
CHEMBL1827	CHEMBL1339	9.150	
CHEMBL1861	CHEMBL1337	7.430	
CHEMBL6166	CHEMBL1336	5.320	
CHEMBL6162	CHEMBL1336	5.540	
CHEMBL6005	CHEMBL1336	5.620	
CHEMBL6002	CHEMBL1336	6.645	
CHEMBL5810	CHEMBL1336	5.510	
CHEMBL5790	CHEMBL1336	5.800	
CHEMBL5776	CHEMBL1336	6.055	
CHEMBL5719	CHEMBL1336	6.517	
CHEMBL5703	CHEMBL1336	5.010	
CHEMBL5684	CHEMBL1336	6.890	
CHEMBL5608	CHEMBL1336	6.220	
CHEMBL5579	CHEMBL1336	5.210	
CHEMBL5464	CHEMBL1336	5.820	
CHEMBL5427	CHEMBL1336	7.000	
CHEMBL5393	CHEMBL1336	5.510	
CHEMBL5364	CHEMBL1336	6.190	
CHEMBL5334	CHEMBL1336	5.640	
CHEMBL5331	CHEMBL1336	5.650	
CHEMBL5319	CHEMBL1336	7.810	
CHEMBL5274	CHEMBL1336	7.170	
CHEMBL5260	CHEMBL1336	6.675	
CHEMBL5198	CHEMBL1336	7.340	
CHEMBL5145	CHEMBL1336	7.289	
CHEMBL5122	CHEMBL1336	7.473	
CHEMBL5072	CHEMBL1336	5.645	
CHEMBL5014	CHEMBL1336	5.623	
CHEMBL4954	CHEMBL1336	5.455	
CHEMBL4924	CHEMBL1336	5.120	
CHEMBL4895	CHEMBL1336	5.350	
CHEMBL4852	CHEMBL1336	5.785	
CHEMBL4722	CHEMBL1336	5.420	
CHEMBL4718	CHEMBL1336	6.640	
CHEMBL4674	CHEMBL1336	5.060	
CHEMBL4602	CHEMBL1336	5.725	
CHEMBL4577	CHEMBL1336	7.000	
CHEMBL4576	CHEMBL1336	7.000	
CHEMBL4526	CHEMBL1336	6.525	
CHEMBL4312	CHEMBL1336	5.345	
CHEMBL4223	CHEMBL1336	6.337	
CHEMBL4204	CHEMBL1336	6.690	
CHEMBL4202	CHEMBL1336	5.900	
CHEMBL4179	CHEMBL1336	5.440	
CHEMBL4142	CHEMBL1336	5.570	
CHEMBL4134	CHEMBL1336	5.820	
CHEMBL4128	CHEMBL1336	7.911	
CHEMBL4040	CHEMBL1336	6.960	
CHEMBL4014	CHEMBL1336	5.715	
CHEMBL3988	CHEMBL1336	5.705	
CHEMBL3987	CHEMBL1336	6.440	
CHEMBL3983	CHEMBL1336	5.460	
CHEMBL3981	CHEMBL1336	6.835	
CHEMBL3961	CHEMBL1336	6.670	
CHEMBL3956	CHEMBL1336	5.420	
CHEMBL3935	CHEMBL1336	6.680	
CHEMBL3905	CHEMBL1336	5.520	
CHEMBL3886	CHEMBL1336	7.170	
CHEMBL3836	CHEMBL1336	5.730	
CHEMBL3788	CHEMBL1336	5.410	
CHEMBL3717	CHEMBL1336	5.240	
CHEMBL3650	CHEMBL1336	6.343	
CHEMBL3385	CHEMBL1336	7.740	
CHEMBL3290	CHEMBL1336	5.720	
CHEMBL3234	CHEMBL1336	5.070	
CHEMBL3055	CHEMBL1336	6.850	
CHEMBL2815	CHEMBL1336	5.320	
CHEMBL279	CHEMBL1336	7.606	
CHEMBL2777	CHEMBL1336	5.890	
CHEMBL2742	CHEMBL1336	5.230	
CHEMBL262	CHEMBL1336	4.785	
CHEMBL260	CHEMBL1336	6.866	
CHEMBL258	CHEMBL1336	5.365	
CHEMBL2508	CHEMBL1336	6.890	
CHEMBL2409	CHEMBL1336	7.920	
CHEMBL2326	CHEMBL1336	5.090	
CHEMBL2185	CHEMBL1336	6.360	
CHEMBL2068	CHEMBL1336	5.510	
CHEMBL2062349	CHEMBL1336	4.660	
CHEMBL203	CHEMBL1336	7.044	
CHEMBL2007	CHEMBL1336	6.930	
CHEMBL1974	CHEMBL1336	7.557	
CHEMBL1955	CHEMBL1336	7.331	
CHEMBL1936	CHEMBL1336	7.071	
CHEMBL1913	CHEMBL1336	7.160	
CHEMBL1906	CHEMBL1336	7.751	
CHEMBL1868	CHEMBL1336	7.156	
CHEMBL1862	CHEMBL1336	6.283	
CHEMBL1844	CHEMBL1336	7.550	
CHEMBL1824	CHEMBL1336	6.885	
CHEMBL1795199	CHEMBL1336	4.840	
CHEMBL1169596	CHEMBL1336	8.073	
CHEMBL1075167	CHEMBL1336	7.760	
CHEMBL1293224	CHEMBL1334693	5.650	
CHEMBL1293224	CHEMBL1334033	6.900	
CHEMBL1966	CHEMBL1332971	4.890	
CHEMBL5019	CHEMBL1332616	6.800	
CHEMBL1075138	CHEMBL1332616	6.300	
CHEMBL5169200	CHEMBL1330792	4.000	
CHEMBL233	CHEMBL1330	7.200	
CHEMBL2492	CHEMBL132966	5.100	
CHEMBL206	CHEMBL1329455	4.610	
CHEMBL1075138	CHEMBL1329455	5.050	
CHEMBL1075138	CHEMBL1329032	4.800	
CHEMBL1293224	CHEMBL1329029	4.900	
CHEMBL1075138	CHEMBL1329029	5.550	
CHEMBL1075138	CHEMBL1328968	4.550	
CHEMBL298	CHEMBL1328	9.000	
CHEMBL1978	CHEMBL132530	6.853	
CHEMBL3407312	CHEMBL1324	4.300	
CHEMBL3194	CHEMBL1324	6.616	
CHEMBL2023	CHEMBL1324	6.900	
CHEMBL1293267	CHEMBL1324	4.720	
CHEMBL1075138	CHEMBL1323453	4.750	
CHEMBL4302	CHEMBL1323	4.672	
CHEMBL1075138	CHEMBL1322884	4.900	
CHEMBL1075138	CHEMBL1322824	4.700	
CHEMBL1293224	CHEMBL1320139	5.050	
CHEMBL1075138	CHEMBL1319362	5.850	
CHEMBL1075138	CHEMBL1318296	5.300	
CHEMBL2364163	CHEMBL1316	6.240	
CHEMBL221	CHEMBL1316	4.230	
CHEMBL1293224	CHEMBL1316	4.450	
CHEMBL1075138	CHEMBL1315977	4.600	
CHEMBL1293224	CHEMBL1314751	4.550	
CHEMBL1075138	CHEMBL1314065	4.700	
CHEMBL1293224	CHEMBL1314	4.700	
CHEMBL1075138	CHEMBL1314	6.000	
CHEMBL5409	CHEMBL131	6.600	
CHEMBL208	CHEMBL131	5.125	
CHEMBL2034	CHEMBL131	7.898	
CHEMBL1994	CHEMBL131	7.900	
CHEMBL3849	CHEMBL1306	5.520	
CHEMBL217	CHEMBL1303	8.375	
CHEMBL213	CHEMBL13	7.530	
CHEMBL5533	CHEMBL129857	6.110	
CHEMBL4977	CHEMBL129857	8.100	
CHEMBL1991	CHEMBL129857	7.357	
CHEMBL1974	CHEMBL129857	6.210	
CHEMBL221	CHEMBL1297	6.840	
CHEMBL4822	CHEMBL129482	4.595	
CHEMBL4306	CHEMBL1294	5.140	
CHEMBL240	CHEMBL1294	6.098	
CHEMBL1980	CHEMBL1294	5.160	
CHEMBL1914	CHEMBL1294	5.910	
CHEMBL1743126	CHEMBL1294	4.950	
CHEMBL1075138	CHEMBL1294	7.500	
CHEMBL5393	CHEMBL1292	5.500	
CHEMBL221	CHEMBL1290459	4.770	
CHEMBL2883	CHEMBL129	5.520	
CHEMBL6166	CHEMBL1289926	5.740	
CHEMBL5659	CHEMBL1289926	6.000	
CHEMBL5334	CHEMBL1289926	5.730	
CHEMBL5146	CHEMBL1289926	6.730	
CHEMBL4852	CHEMBL1289926	5.560	
CHEMBL4722	CHEMBL1289926	6.430	
CHEMBL4627	CHEMBL1289926	5.410	
CHEMBL4527	CHEMBL1289926	5.750	
CHEMBL4522	CHEMBL1289926	5.650	
CHEMBL4454	CHEMBL1289926	6.190	
CHEMBL4202	CHEMBL1289926	5.220	
CHEMBL4105933	CHEMBL1289926	5.640	
CHEMBL4014	CHEMBL1289926	5.980	
CHEMBL3981	CHEMBL1289926	5.570	
CHEMBL3886	CHEMBL1289926	5.340	
CHEMBL3879831	CHEMBL1289926	5.170	
CHEMBL3830	CHEMBL1289926	5.670	
CHEMBL3788	CHEMBL1289926	7.619	
CHEMBL3650	CHEMBL1289926	6.910	
CHEMBL279	CHEMBL1289926	9.054	
CHEMBL2185	CHEMBL1289926	6.630	
CHEMBL1955	CHEMBL1289926	10.000	
CHEMBL1936	CHEMBL1289926	7.890	
CHEMBL1913	CHEMBL1289926	6.390	
CHEMBL1868	CHEMBL1289926	10.000	
CHEMBL1865	CHEMBL1289926	6.390	
CHEMBL1862	CHEMBL1289926	7.893	
CHEMBL1865	CHEMBL128988	6.230	
CHEMBL1293224	CHEMBL128988	5.100	
CHEMBL5330	CHEMBL1289601	6.240	
CHEMBL5319	CHEMBL1289601	7.340	
CHEMBL5146	CHEMBL1289601	5.390	
CHEMBL5122	CHEMBL1289601	6.660	
CHEMBL5014	CHEMBL1289601	7.960	
CHEMBL4948	CHEMBL1289601	5.540	
CHEMBL4852	CHEMBL1289601	5.510	
CHEMBL4789	CHEMBL1289601	6.880	
CHEMBL4601	CHEMBL1289601	6.760	
CHEMBL4527	CHEMBL1289601	6.250	
CHEMBL4202	CHEMBL1289601	5.410	
CHEMBL3981	CHEMBL1289601	6.100	
CHEMBL3959	CHEMBL1289601	5.820	
CHEMBL3879831	CHEMBL1289601	5.550	
CHEMBL279	CHEMBL1289601	8.572	
CHEMBL260	CHEMBL1289601	6.660	
CHEMBL2208	CHEMBL1289601	7.200	
CHEMBL2185	CHEMBL1289601	5.750	
CHEMBL2007	CHEMBL1289601	7.290	
CHEMBL1955	CHEMBL1289601	8.280	
CHEMBL1913	CHEMBL1289601	6.955	
CHEMBL1868	CHEMBL1289601	7.660	
CHEMBL1862	CHEMBL1289601	5.420	
CHEMBL1795199	CHEMBL1289601	6.500	
CHEMBL1163123	CHEMBL1289601	5.800	
CHEMBL1163101	CHEMBL1289601	5.650	
CHEMBL5393	CHEMBL1289494	7.160	
CHEMBL5330	CHEMBL1289494	5.620	
CHEMBL5319	CHEMBL1289494	6.720	
CHEMBL5146	CHEMBL1289494	6.800	
CHEMBL5122	CHEMBL1289494	6.230	
CHEMBL5014	CHEMBL1289494	6.100	
CHEMBL4901	CHEMBL1289494	5.260	
CHEMBL4601	CHEMBL1289494	6.100	
CHEMBL4223	CHEMBL1289494	6.840	
CHEMBL4105856	CHEMBL1289494	8.520	
CHEMBL4014	CHEMBL1289494	6.520	
CHEMBL3988	CHEMBL1289494	5.250	
CHEMBL3987	CHEMBL1289494	6.220	
CHEMBL3981	CHEMBL1289494	5.330	
CHEMBL3905	CHEMBL1289494	5.700	
CHEMBL3717	CHEMBL1289494	5.270	
CHEMBL3290	CHEMBL1289494	7.055	
CHEMBL279	CHEMBL1289494	7.570	
CHEMBL258	CHEMBL1289494	5.660	
CHEMBL2185	CHEMBL1289494	5.810	
CHEMBL2068	CHEMBL1289494	6.830	
CHEMBL2007	CHEMBL1289494	8.650	
CHEMBL1955	CHEMBL1289494	8.510	
CHEMBL1913	CHEMBL1289494	5.620	
CHEMBL1868	CHEMBL1289494	8.200	
CHEMBL1862	CHEMBL1289494	6.710	
CHEMBL1795199	CHEMBL1289494	5.870	
CHEMBL5843	CHEMBL1289	6.300	
CHEMBL3729	CHEMBL1288786	9.110	
CHEMBL3594	CHEMBL1288786	7.890	
CHEMBL261	CHEMBL1288786	7.170	
CHEMBL205	CHEMBL1288786	8.570	
CHEMBL5903	CHEMBL1287853	5.880	
CHEMBL5855	CHEMBL1287853	5.470	
CHEMBL5699	CHEMBL1287853	6.000	
CHEMBL5679	CHEMBL1287853	6.190	
CHEMBL5659	CHEMBL1287853	7.020	
CHEMBL5638	CHEMBL1287853	5.920	
CHEMBL5491	CHEMBL1287853	5.710	
CHEMBL5408	CHEMBL1287853	5.650	
CHEMBL5332	CHEMBL1287853	5.880	
CHEMBL5257	CHEMBL1287853	6.305	
CHEMBL5146	CHEMBL1287853	5.760	
CHEMBL5081	CHEMBL1287853	5.850	
CHEMBL5044	CHEMBL1287853	6.240	
CHEMBL4849	CHEMBL1287853	6.800	
CHEMBL4599	CHEMBL1287853	5.850	
CHEMBL4522	CHEMBL1287853	6.290	
CHEMBL4355	CHEMBL1287853	8.170	
CHEMBL4309	CHEMBL1287853	6.920	
CHEMBL4179	CHEMBL1287853	5.800	
CHEMBL4105933	CHEMBL1287853	6.560	
CHEMBL4105885	CHEMBL1287853	6.640	
CHEMBL4070	CHEMBL1287853	5.580	
CHEMBL3959	CHEMBL1287853	5.370	
CHEMBL3938	CHEMBL1287853	6.250	
CHEMBL3830	CHEMBL1287853	6.975	
CHEMBL3788	CHEMBL1287853	5.710	
CHEMBL3553	CHEMBL1287853	6.605	
CHEMBL3529	CHEMBL1287853	5.640	
CHEMBL2971	CHEMBL1287853	8.520	
CHEMBL2835	CHEMBL1287853	6.990	
CHEMBL2695	CHEMBL1287853	6.760	
CHEMBL2276	CHEMBL1287853	5.650	
CHEMBL2185	CHEMBL1287853	5.630	
CHEMBL2148	CHEMBL1287853	6.257	
CHEMBL1974	CHEMBL1287853	7.297	
CHEMBL1795185	CHEMBL1287853	6.600	
CHEMBL1163125	CHEMBL1287853	6.665	
CHEMBL4722	CHEMBL12856	3.400	
CHEMBL3983	CHEMBL12856	4.090	
CHEMBL1293224	CHEMBL12856	5.433	
CHEMBL3708265	CHEMBL1282	6.190	
CHEMBL240	CHEMBL1280	6.475	
CHEMBL3155	CHEMBL128	6.000	
CHEMBL214	CHEMBL128	6.360	
CHEMBL1983	CHEMBL128	8.322	
CHEMBL1898	CHEMBL128	7.650	
CHEMBL1743126	CHEMBL128	5.170	
CHEMBL279	CHEMBL1278146	8.500	
CHEMBL1913	CHEMBL1278146	8.400	
CHEMBL1075138	CHEMBL127810	7.750	
CHEMBL279	CHEMBL1277072	7.575	
CHEMBL1913	CHEMBL1277072	7.960	
CHEMBL286	CHEMBL1276678	9.277	
CHEMBL1075138	CHEMBL127643	7.950	
CHEMBL340	CHEMBL1276308	5.330	
CHEMBL242	CHEMBL1276308	5.540	
CHEMBL208	CHEMBL1276308	8.847	
CHEMBL2034	CHEMBL1276308	8.760	
CHEMBL1994	CHEMBL1276308	5.675	
CHEMBL1075138	CHEMBL1276308	4.583	
CHEMBL3201	CHEMBL1276127	9.700	
CHEMBL301	CHEMBL1276127	5.660	
CHEMBL262	CHEMBL1276127	7.640	
CHEMBL1293224	CHEMBL1276127	6.875	
CHEMBL231	CHEMBL127508	6.180	
CHEMBL5113	CHEMBL1272307	9.320	
CHEMBL4792	CHEMBL1272307	8.787	
CHEMBL5685	CHEMBL1272	5.040	
CHEMBL2071	CHEMBL1272	7.135	
CHEMBL4302	CHEMBL12713	5.190	
CHEMBL3371	CHEMBL12713	8.300	
CHEMBL240	CHEMBL12713	8.106	
CHEMBL231	CHEMBL12713	9.290	
CHEMBL225	CHEMBL12713	9.350	
CHEMBL217	CHEMBL12713	9.350	
CHEMBL204	CHEMBL1270156	7.580	
CHEMBL3325306	CHEMBL1269597	8.510	
CHEMBL2075	CHEMBL1269597	8.540	
CHEMBL1949	CHEMBL1269597	8.490	
CHEMBL298	CHEMBL1269258	7.317	
CHEMBL1901	CHEMBL1269258	7.111	
CHEMBL235	CHEMBL1267	5.783	
CHEMBL5845	CHEMBL1265	5.890	
CHEMBL2189139	CHEMBL1265	4.660	
CHEMBL2055	CHEMBL1265	5.960	
CHEMBL2008	CHEMBL1265	8.085	
CHEMBL2003	CHEMBL1265	7.700	
CHEMBL1075138	CHEMBL1265	4.650	
CHEMBL246	CHEMBL1263	5.900	
CHEMBL234	CHEMBL1263	5.980	
CHEMBL217	CHEMBL1263	4.500	
CHEMBL213	CHEMBL1263	5.936	
CHEMBL4685	CHEMBL1262	4.550	
CHEMBL1835	CHEMBL1262	6.210	
CHEMBL2169736	CHEMBL126159	6.000	
CHEMBL1075138	CHEMBL126159	4.920	
CHEMBL3759	CHEMBL12608	7.600	
CHEMBL1941	CHEMBL12608	6.300	
CHEMBL1997	CHEMBL126075	7.760	
CHEMBL5758	CHEMBL126	5.090	
CHEMBL5169127	CHEMBL126	5.030	
CHEMBL2039	CHEMBL126	5.680	
CHEMBL1951	CHEMBL126	4.605	
CHEMBL4005	CHEMBL1258517	7.850	
CHEMBL2492	CHEMBL1258006	8.853	
CHEMBL240	CHEMBL1258006	4.270	
CHEMBL2492	CHEMBL1257065	7.513	
CHEMBL2039	CHEMBL1257051	5.240	
CHEMBL1951	CHEMBL1257051	5.060	
CHEMBL1293224	CHEMBL1256958	4.850	
CHEMBL1075138	CHEMBL1256958	4.350	
CHEMBL1075138	CHEMBL1256871	4.900	
CHEMBL1075138	CHEMBL1256841	4.400	
CHEMBL234	CHEMBL1256786	5.790	
CHEMBL217	CHEMBL1256786	4.890	
CHEMBL213	CHEMBL1256786	6.233	
CHEMBL1293224	CHEMBL1256752	4.750	
CHEMBL1075138	CHEMBL1256752	4.650	
CHEMBL1075138	CHEMBL1256696	5.000	
CHEMBL1293224	CHEMBL1256686	4.650	
CHEMBL1075138	CHEMBL1256686	5.200	
CHEMBL1293224	CHEMBL1256671	4.700	
CHEMBL1075138	CHEMBL1256179	7.050	
CHEMBL1293224	CHEMBL1256137	4.900	
CHEMBL1075138	CHEMBL1256137	6.000	
CHEMBL1293224	CHEMBL1256028	4.750	
CHEMBL1075138	CHEMBL1256028	5.100	
CHEMBL220	CHEMBL1255901	7.506	
CHEMBL232	CHEMBL1255582	5.680	
CHEMBL1942	CHEMBL1255582	8.170	
CHEMBL1867	CHEMBL1255582	8.140	
CHEMBL4308	CHEMBL1254771	9.490	
CHEMBL5685	CHEMBL1254766	5.220	
CHEMBL1293289	CHEMBL12543	2.050	
CHEMBL1163125	CHEMBL12543	2.400	
CHEMBL2049	CHEMBL1254025	7.020	
CHEMBL1889	CHEMBL1254025	6.480	
CHEMBL3775	CHEMBL125	4.600	
CHEMBL5903	CHEMBL124660	5.600	
CHEMBL5608	CHEMBL124660	5.700	
CHEMBL5319	CHEMBL124660	5.850	
CHEMBL5081	CHEMBL124660	5.835	
CHEMBL4852	CHEMBL124660	5.855	
CHEMBL4597	CHEMBL124660	5.420	
CHEMBL4226	CHEMBL124660	5.050	
CHEMBL4225	CHEMBL124660	5.720	
CHEMBL4224	CHEMBL124660	6.025	
CHEMBL4203	CHEMBL124660	5.800	
CHEMBL4202	CHEMBL124660	5.380	
CHEMBL4105969	CHEMBL124660	8.220	
CHEMBL4105891	CHEMBL124660	8.000	
CHEMBL3935	CHEMBL124660	5.800	
CHEMBL2815	CHEMBL124660	6.525	
CHEMBL203	CHEMBL124660	6.442	
CHEMBL2007	CHEMBL124660	8.620	
CHEMBL1974	CHEMBL124660	6.952	
CHEMBL1936	CHEMBL124660	7.483	
CHEMBL1913	CHEMBL124660	7.482	
CHEMBL1868	CHEMBL124660	5.510	
CHEMBL1844	CHEMBL124660	6.885	
CHEMBL220	CHEMBL1243298	6.830	
CHEMBL4226	CHEMBL1241855	7.400	
CHEMBL3959	CHEMBL1241855	4.820	
CHEMBL3879831	CHEMBL1241855	5.250	
CHEMBL3717	CHEMBL1241855	6.030	
CHEMBL3024	CHEMBL1241855	8.050	
